name,mimeType,modifiedTime,webViewLink,id,matched_query
Sales Dogs _ You Do Not Have to Be an Attack Dog to Be Successful in Sales (Rich Dad_s Advisors series) ( PDFDrive ).pdf,application/pdf,2022-03-19T18:15:54.000Z,https://drive.google.com/file/d/1aOeh-L_1efZeZTzQTLCsyK8jz36w_EmR/view?usp=drivesdk,1aOeh-L_1efZeZTzQTLCsyK8jz36w_EmR,Dr. Burns
Sales Don_t Just Happen_ 26 Proven Strategies to Increase Sales in Any Market ( PDFDrive ).pdf,application/pdf,2022-03-19T18:15:54.000Z,https://drive.google.com/file/d/1B5sZGVXR8jideDuco6srjRCEEJjWRXqe/view?usp=drivesdk,1B5sZGVXR8jideDuco6srjRCEEJjWRXqe,Dr. Burns
Stephan Schiffman_s 101 Successful Sales Strategies_ Top Techniques to Boost Sales Today ( PDFDrive ).pdf,application/pdf,2022-03-19T18:15:54.000Z,https://drive.google.com/file/d/1S9DHbCN3cHQlj_2iAmtFRIFmuwt0TP9s/view?usp=drivesdk,1S9DHbCN3cHQlj_2iAmtFRIFmuwt0TP9s,Dr. Burns
"Fanatical Prospecting_ The Ultimate Guide to Opening Sales Conversations and Filling the Pipeline by Leveraging Social Selling, Telephone, Email, Text, and Cold Calling ( PDFDrive ).pdf",application/pdf,2022-03-19T18:15:54.000Z,https://drive.google.com/file/d/1DCww9FRL07lp6KLyXgAxbFR0UnKP3Jw8/view?usp=drivesdk,1DCww9FRL07lp6KLyXgAxbFR0UnKP3Jw8,Dr. Burns
Coaching Salespeople into Sales Champions_ A Tactical Playbook for Managers and Executives ( PDFDrive ).pdf,application/pdf,2022-03-19T18:15:52.000Z,https://drive.google.com/file/d/1arLv99xWBvcCF4Ic0k6_Nq3iuZ1BfT-Z/view?usp=drivesdk,1arLv99xWBvcCF4Ic0k6_Nq3iuZ1BfT-Z,Dr. Burns
Mastering The Essentials of Sales_ What You Need to Know to Close Every Sale  ( PDFDrive ).pdf,application/pdf,2022-03-19T18:15:50.000Z,https://drive.google.com/file/d/1IU2z84O7xXRfzKWyaRS0lD_wp8RcKJN4/view?usp=drivesdk,1IU2z84O7xXRfzKWyaRS0lD_wp8RcKJN4,Dr. Burns
Mastering The Essentials of Sales_ What You Need to Know to Close Every Sale  ( PDFDrive ) (1).pdf,application/pdf,2022-03-19T18:15:50.000Z,https://drive.google.com/file/d/1-D42IKkoW2pZPbCTbR0JwnqRDfdhlTCK/view?usp=drivesdk,1-D42IKkoW2pZPbCTbR0JwnqRDfdhlTCK,Dr. Burns
Mastering The Essentials of Sales_ What You Need to Know to Close Every Sale  ( PDFDrive ) (2).pdf,application/pdf,2022-03-19T18:15:50.000Z,https://drive.google.com/file/d/1sBD8qqtA36N5-5wk6n8GB7GUSw4lAYTQ/view?usp=drivesdk,1sBD8qqtA36N5-5wk6n8GB7GUSw4lAYTQ,Dr. Burns
Predictable Revenue_ Turn Your Business Into A Sales Machine With The $100 Million Best Practices Of Salesforce.com ( PDFDrive ).pdf,application/pdf,2022-03-19T18:15:50.000Z,https://drive.google.com/file/d/1vC9u0NM59sWG8nbfcNiZ0BCTWnOEKu0W/view?usp=drivesdk,1vC9u0NM59sWG8nbfcNiZ0BCTWnOEKu0W,Dr. Burns
"The Power of Understanding People_ The Key to Strengthening Relationships, Increasing Sales, and Enhancing Organizational Performance ( PDFDrive ).pdf",application/pdf,2022-03-19T18:15:50.000Z,https://drive.google.com/file/d/1SgRk-aUUexdF7rg0s4PulfnHNqgi4p8c/view?usp=drivesdk,1SgRk-aUUexdF7rg0s4PulfnHNqgi4p8c,Dr. Burns
The Psychology of Selling_ Increase Your Sales Faster and Easier Than You Ever Thought Possible ( PDFDrive ) (1).pdf,application/pdf,2022-03-19T18:15:50.000Z,https://drive.google.com/file/d/17SMCCsq2FkjemV7Qu39d3d9j8ctXyGLC/view?usp=drivesdk,17SMCCsq2FkjemV7Qu39d3d9j8ctXyGLC,Dr. Burns
Exactly how to sell _ the sales guide for non-sales professionals ( PDFDrive ).pdf,application/pdf,2022-03-19T18:15:50.000Z,https://drive.google.com/file/d/16p4IGhYxlxkDWN84muxeJ_wsyIOCzAHA/view?usp=drivesdk,16p4IGhYxlxkDWN84muxeJ_wsyIOCzAHA,Dr. Burns
"The 25 Sales Habits of Highly Successful Salespeople, 3rd Edition ( PDFDrive ) (1).pdf",application/pdf,2022-03-19T18:15:40.000Z,https://drive.google.com/file/d/1bDEgdW7dCEaqETCY_qMnV3rl3lLUpiqD/view?usp=drivesdk,1bDEgdW7dCEaqETCY_qMnV3rl3lLUpiqD,Dr. Burns
The_Psychology_of_Kundalini_Yoga_Notes_of_the_Seminar_Given_in_1932_by_C.G._Jung_by_C._G._Jung_Sonu_.pdf,application/pdf,2020-04-10T04:34:02.000Z,https://drive.google.com/file/d/1aaaS53GpDbWslYnQLszb2BcNzTfLDS02/view?usp=drivesdk,1aaaS53GpDbWslYnQLszb2BcNzTfLDS02,Dr. Burns
Patient_Roster(1).xls,application/vnd.ms-excel,2019-05-21T04:57:06.000Z,https://docs.google.com/spreadsheets/d/1HJzAdmXnj8eac8dDNcRGfY7bTuELz-jB/edit?usp=drivesdk&ouid=118316806941171653334&rtpof=true&sd=true,1HJzAdmXnj8eac8dDNcRGfY7bTuELz-jB,Jeffrey Burns
Patient_Roster.xls,application/vnd.ms-excel,2019-05-20T13:57:06.000Z,https://docs.google.com/spreadsheets/d/1jWacxJSktysOm7iWJFkkEOAKBdljh5hQ/edit?usp=drivesdk&ouid=118316806941171653334&rtpof=true&sd=true,1jWacxJSktysOm7iWJFkkEOAKBdljh5hQ,Jeffrey Burns
Opticals.html,text/html,2019-04-04T19:28:15.284Z,https://drive.google.com/file/d/1EmpCaOhP2ngdch3gO_m1uKC3Ux7gTEKR/view?usp=drivesdk,1EmpCaOhP2ngdch3gO_m1uKC3Ux7gTEKR,Jeffrey Burns
Herman_Joanne_0508x072401_Wei_Consult_FPN_kbl.doc,application/msword,2006-05-09T16:31:40.000Z,https://docs.google.com/document/d/1m_CrsQsTUaZC8CX33LvS-54Aa1yxIxTY/edit?usp=drivesdk&ouid=118316806941171653334&rtpof=true&sd=true,1m_CrsQsTUaZC8CX33LvS-54Aa1yxIxTY,Jeffrey Burns
Herman_Joanne_0508x072401_Wei_Consult_FPN_kbl.doc,application/msword,2006-05-09T16:31:40.000Z,https://docs.google.com/document/d/1W74vPYx0XYsgigtnePOhqk-WMsK4SGh_/edit?usp=drivesdk&ouid=118316806941171653334&rtpof=true&sd=true,1W74vPYx0XYsgigtnePOhqk-WMsK4SGh_,Jeffrey Burns
